dataset,source_file,object_id,quarter,time,flux,flux_err,quality,flux_norm,is_anomaly
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.7855654796731,313090.53125,15.082127571105957,0.0,1.1328741552077657,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.7855654796731,313090.53125,15.082127571105957,0.0,1.1328741552077657,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.80599967455782,313094.84375,15.085917472839355,0.0,1.1331279699634778,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.80599967455782,313094.84375,15.085917472839355,0.0,1.1331279699634778,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.8264337694418,313060.0625,15.080399513244629,0.0,1.1310808987815384,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.8264337694418,313060.0625,15.080399513244629,0.0,1.1310808987815384,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.8468679640864,313100.1875,15.08482551574707,0.0,1.1334424795520777,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.8468679640864,313100.1875,15.08482551574707,0.0,1.1334424795520777,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.86730225873907,313079.6875,15.085314750671387,0.0,1.1322359398437647,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.86730225873907,313079.6875,15.085314750671387,0.0,1.1322359398437647,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.88773635315738,313066.0625,15.086531639099121,0.0,1.1314340323547032,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.88773635315738,313066.0625,15.086531639099121,0.0,1.1314340323547032,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.90817054733634,313092.34375,15.085999488830566,0.0,1.1329808309746592,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.90817054733634,313092.34375,15.085999488830566,0.0,1.1329808309746592,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.92860484152334,313064.625,15.084113121032715,0.0,1.1313494274361324,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.92860484152334,313064.625,15.084113121032715,0.0,1.1313494274361324,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.94903903547674,313067.96875,15.0864896774292,0.0,1.1315462258336773,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.94903903547674,313067.96875,15.0864896774292,0.0,1.1315462258336773,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.9694731294221,313080.78125,15.082714080810547,0.0,1.132300313151373,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.9694731294221,313080.78125,15.082714080810547,0.0,1.132300313151373,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.9899073231427,313078.78125,15.083685874938965,0.0,1.132182601960318,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,153.9899073231427,313078.78125,15.083685874938965,0.0,1.132182601960318,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0103416166312,313117.9375,15.0834321975708,0.0,1.13448716637269,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0103416166312,313117.9375,15.0834321975708,0.0,1.13448716637269,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0307757101109,313074.28125,15.08302116394043,0.0,1.1319177517804444,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0307757101109,313074.28125,15.08302116394043,0.0,1.1319177517804444,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.05120990359865,313076.53125,15.086258888244629,0.0,1.1320501768703812,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.05120990359865,313076.53125,15.086258888244629,0.0,1.1320501768703812,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0716441966215,313098.34375,15.08810806274414,128.0,1.133333964547824,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.0716441966215,313098.34375,15.08810806274414,128.0,1.133333964547824,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.09207828963554,313094.75,15.084236145019531,0.0,1.1331224522513972,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.09207828963554,313094.75,15.084236145019531,0.0,1.1331224522513972,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.11251248265762,313073.28125,15.085576057434082,0.0,1.131858896184917,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.11251248265762,313073.28125,15.085576057434082,0.0,1.131858896184917,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.13294667544687,313096.15625,15.084869384765625,0.0,1.1332052179326075,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.13294667544687,313096.15625,15.084869384765625,0.0,1.1332052179326075,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.15338086822885,313099.375,15.083292007446289,0.0,1.1333946593807116,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.15338086822885,313099.375,15.083292007446289,0.0,1.1333946593807116,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.17381506055244,313093.1875,15.084395408630371,0.0,1.1330304903833854,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.17381506055244,313093.1875,15.084395408630371,0.0,1.1330304903833854,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.19424925310886,313079.6875,15.082900047302246,0.0,1.1322359398437647,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.19424925310886,313079.6875,15.082900047302246,0.0,1.1322359398437647,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.21468344519235,313092.1875,15.086932182312012,0.0,1.132971634787858,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.21468344519235,313092.1875,15.086932182312012,0.0,1.132971634787858,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.23511763751594,313116.65625,15.082900047302246,0.0,1.1344117576409205,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.23511763751594,313116.65625,15.082900047302246,0.0,1.1344117576409205,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.25555182937387,313101.25,15.085862159729004,0.0,1.1335050136223255,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.25555182937387,313101.25,15.085862159729004,0.0,1.1335050136223255,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.27598592122376,313085.34375,15.084200859069824,0.0,1.132568841805967,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.27598592122376,313085.34375,15.084200859069824,0.0,1.132568841805967,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.29642021284963,313074.0,15.08350944519043,0.0,1.1319011986442022,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.29642021284963,313074.0,15.08350944519043,0.0,1.1319011986442022,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.31685440447473,313102.34375,15.081721305847168,0.0,1.1335693869299337,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.31685440447473,313102.34375,15.081721305847168,0.0,1.1335693869299337,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.33728849585896,313095.125,15.083130836486816,0.0,1.13314452309972,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.33728849585896,313095.125,15.083130836486816,0.0,1.13314452309972,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.35772268725123,313114.40625,15.086516380310059,0.0,1.1342793325509837,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.35772268725123,313114.40625,15.086516380310059,0.0,1.1342793325509837,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.37815697841143,313141.375,15.086742401123047,0.0,1.135866594392865,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.37815697841143,313141.375,15.086742401123047,0.0,1.135866594392865,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.39859106956283,313085.84375,15.081804275512695,0.0,1.1325982696037307,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.39859106956283,313085.84375,15.081804275512695,0.0,1.1325982696037307,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.4190252602566,313089.625,15.082090377807617,0.0,1.1328208173243188,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.4190252602566,313089.625,15.082090377807617,0.0,1.1328208173243188,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.43945955118397,313081.90625,15.076813697814941,0.0,1.1323665256963413,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.43945955118397,313081.90625,15.076813697814941,0.0,1.1323665256963413,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.45989374163764,313099.15625,15.082671165466309,0.0,1.13338178471919,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.45989374163764,313099.15625,15.082671165466309,0.0,1.13338178471919,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.48032783233066,313118.9375,15.08475112915039,0.0,1.1345460219682175,False
